Country	iso3c	ID	Caption	Provider	Artist	ArtistURL	ArtistHTML	License	LicenseURL	ImageName	InfoURL	FileURL	folder	iso2c	OriginURL	w640_URL	Attribution
Luxembourg	LUX	3	Limestone quarry in Luxembourg. The OECD reports pressures on the environment are numerous and strong: urban sprawl, landscape fragmentation and immense traffic from across the border.	Pixabay	JessicaJohnson	https://pixabay.com/users/JessicaJohnson-1415363/	NA	NA	NA	963672	https://pixabay.com/photos/limestone-quarry-luxembourg-mineral-963672/	NA	NA	LU	NA	NA	NA
North Macedonia	MKD	1	Pollution in the city of Prilep, Pletvar, North Macedonia.	Wikimedia	NA	NA	<a href='//commons.wikimedia.org/wiki/User:JYB_Devot' title='User:JYB Devot'>JYB Devot</a>	CC BY-SA 4.0	https://creativecommons.org/licenses/by-sa/4.0	Prilep_pollution_P1016944mod.jpg	https://commons.wikimedia.org/wiki/File:Prilep_pollution_P1016944mod.jpg	https://upload.wikimedia.org/wikipedia/commons/thumb/8/8d/Prilep_pollution_P1016944mod.jpg/1600px-Prilep_pollution_P1016944mod.jpg	8/8d/	MK	NA	NA	<a href='//commons.wikimedia.org/wiki/User:JYB_Devot' title='User:JYB Devot'>JYB Devot</a>, <a href='https://commons.wikimedia.org/wiki/File:Prilep_pollution_P1016944mod.jpg'>Prilep_pollution_P1016944mod.jpg</a>; <a href='https://creativecommons.org/licenses/by-sa/4.0'>CC BY-SA 4.0</a>, via Wikimedia Commons
North Macedonia	MKD	2	About 50% of the state territory is agricultural land with livestock waste from farms and farming industries directly discharging wastes without any treatment.	Wikimedia	NA	NA	<a href='//commons.wikimedia.org/wiki/User:%D0%9C%D0%B0%D0%BA%D0%B5%D0%B4%D0%BE%D0%BD%D0%B5%D1%86' title='User:Македонец'>Македонец</a>	CC BY-SA 4.0	https://creativecommons.org/licenses/by-sa/4.0	%D0%97%D0%B5%D0%BC%D1%98%D0%BE%D0%B4%D0%B5%D0%BB%D1%81%D1%82%D0%B2%D0%BE_%28%D0%9F%D0%B5%D0%BB%D0%B0%D0%B3%D0%BE%D0%BD%D0%B8%D1%98%D0%B0%29_01.jpg	https://commons.wikimedia.org/wiki/File:%D0%97%D0%B5%D0%BC%D1%98%D0%BE%D0%B4%D0%B5%D0%BB%D1%81%D1%82%D0%B2%D0%BE_%28%D0%9F%D0%B5%D0%BB%D0%B0%D0%B3%D0%BE%D0%BD%D0%B8%D1%98%D0%B0%29_01.jpg	https://upload.wikimedia.org/wikipedia/commons/thumb/f/f7/%D0%97%D0%B5%D0%BC%D1%98%D0%BE%D0%B4%D0%B5%D0%BB%D1%81%D1%82%D0%B2%D0%BE_%28%D0%9F%D0%B5%D0%BB%D0%B0%D0%B3%D0%BE%D0%BD%D0%B8%D1%98%D0%B0%29_01.jpg/640px-%D0%97%D0%B5%D0%BC%D1%98%D0%BE%D0%B4%D0%B5%D0%BB%D1%81%D1%82%D0%B2%D0%BE_%28%D0%9F%D0%B5%D0%BB%D0%B0%D0%B3%D0%BE%D0%BD%D0%B8%D1%98%D0%B0%29_01.jpg	f/f7/	MK	NA	NA	<a href='//commons.wikimedia.org/wiki/User:%D0%9C%D0%B0%D0%BA%D0%B5%D0%B4%D0%BE%D0%BD%D0%B5%D1%86' title='User:Македонец'>Македонец</a>, <a href='https://commons.wikimedia.org/wiki/File:%D0%97%D0%B5%D0%BC%D1%98%D0%BE%D0%B4%D0%B5%D0%BB%D1%81%D1%82%D0%B2%D0%BE_%28%D0%9F%D0%B5%D0%BB%D0%B0%D0%B3%D0%BE%D0%BD%D0%B8%D1%98%D0%B0%29_01.jpg'>%D0%97%D0%B5%D0%BC%D1%98%D0%BE%D0%B4%D0%B5%D0%BB%D1%81%D1%82%D0%B2%D0%BE_%28%D0%9F%D0%B5%D0%BB%D0%B0%D0%B3%D0%BE%D0%BD%D0%B8%D1%98%D0%B0%29_01.jpg</a>; <a href='https://creativecommons.org/licenses/by-sa/4.0'>CC BY-SA 4.0</a>, via Wikimedia Commons
North Macedonia	MKD	3	Zinc, lead and cadmium have been recorded in Vardar River, downstream from smelter facilities.	Wikimedia	NA	NA	<a href='//commons.wikimedia.org/w/index.php?title=User:AndrejSpSk&amp;action=edit&amp;redlink=1' class='new' title='User:AndrejSpSk (page does not exist)'>AndrejSpSk</a>	CC0	http://creativecommons.org/publicdomain/zero/1.0/deed.en	Town_of_Gotsevo%2C_North_Macedonia.jpg	https://commons.wikimedia.org/wiki/File:Town_of_Gotsevo%2C_North_Macedonia.jpg	https://upload.wikimedia.org/wikipedia/commons/thumb/c/c1/Town_of_Gotsevo%2C_North_Macedonia.jpg/640px-Town_of_Gotsevo%2C_North_Macedonia.jpg	c/c1/	MK	NA	NA	<a href='//commons.wikimedia.org/w/index.php?title=User:AndrejSpSk&amp;action=edit&amp;redlink=1' class='new' title='User:AndrejSpSk (page does not exist)'>AndrejSpSk</a>, <a href='https://commons.wikimedia.org/wiki/File:Town_of_Gotsevo%2C_North_Macedonia.jpg'>Town_of_Gotsevo%2C_North_Macedonia.jpg</a>; <a href='http://creativecommons.org/publicdomain/zero/1.0/deed.en'>CC0</a>, via Wikimedia Commons
Madagascar	MDG	1	With a very high fertility rate of over 4 children per woman, Madagascar is adding over 700,000 citizens a year.	Unsplash	NA	NA	NA	NA	NA	NA	https://unsplash.com/photos/498UjzgcwA0	NA	NA	MG	NA	NA	NA
Madagascar	MDG	2	Nearly all 115 lemur species are endangered, and a third are on the brink of extinction.	Unsplash	NA	NA	NA	NA	NA	NA	NA	https://images.unsplash.com/photo-1559637283-ecf9fe8ba0c4?ixid=MnwxMjA3fDB8MHxzZWFyY2h8MTR8fG1hZGFnYXNjYXJ8ZW58MHx8MHx8&ixlib=rb-1.2.1&auto=format&fit=crop&w=800&q=60	NA	MG	NA	NA	NA
Madagascar	MDG	3	Mongabay reports its bountiful marine resources are experiencing overexploitation because of poor governance, opaque decision-making, and widespread poverty.	Wikimedia	NA	NA	<a rel='nofollow' class='external text' href='https://www.flickr.com/people/64607715@N05'>Rod Waddington</a>	CC BY-SA 2.0	https://creativecommons.org/licenses/by-sa/2.0	Fishing_Boats%2C_Madagascar_%2821941981566%29.jpg	https://commons.wikimedia.org/wiki/File:Fishing_Boats%2C_Madagascar_%2821941981566%29.jpg	https://upload.wikimedia.org/wikipedia/commons/thumb/0/0d/Fishing_Boats%2C_Madagascar_%2821941981566%29.jpg/640px-Fishing_Boats%2C_Madagascar_%2821941981566%29.jpg	0/0d/	MG	NA	NA	<a rel='nofollow' class='external text' href='https://www.flickr.com/people/64607715@N05'>Rod Waddington</a>, <a href='https://commons.wikimedia.org/wiki/File:Fishing_Boats%2C_Madagascar_%2821941981566%29.jpg'>Fishing_Boats%2C_Madagascar_%2821941981566%29.jpg</a>; <a href='https://creativecommons.org/licenses/by-sa/2.0'>CC BY-SA 2.0</a>, via Wikimedia Commons
Madagascar	MDG	4	Stereotypes and traditional customs are still practiced in Madagascar that inhibit gender equality.	Wikimedia	NA	NA	<a href='//commons.wikimedia.org/wiki/User:Aggiebaggie' title='User:Aggiebaggie'>Aggiebaggie</a>	CC BY-SA 4.0	https://creativecommons.org/licenses/by-sa/4.0	Lady_in_Madagascar_working_%26_collecting_seafood.jpg	https://commons.wikimedia.org/wiki/File:Lady_in_Madagascar_working_%26_collecting_seafood.jpg	https://upload.wikimedia.org/wikipedia/commons/thumb/7/71/Lady_in_Madagascar_working_%26_collecting_seafood.jpg/640px-Lady_in_Madagascar_working_%26_collecting_seafood.jpg	7/71/	MG	NA	NA	<a href='//commons.wikimedia.org/wiki/User:Aggiebaggie' title='User:Aggiebaggie'>Aggiebaggie</a>, <a href='https://commons.wikimedia.org/wiki/File:Lady_in_Madagascar_working_%26_collecting_seafood.jpg'>Lady_in_Madagascar_working_%26_collecting_seafood.jpg</a>; <a href='https://creativecommons.org/licenses/by-sa/4.0'>CC BY-SA 4.0</a>, via Wikimedia Commons
Malawi	MWI	1	Malawi is one of the world's least-developed countries, with an economy based on subsistence agriculture and over 90 percent of its population rural.	Wikimedia	NA	NA	<a href='//commons.wikimedia.org/wiki/User:Theseus' title='User:Theseus'>Dr. Thomas Wagner</a>	CC BY-SA 3.0	https://creativecommons.org/licenses/by-sa/3.0	Malawi_01.jpg	https://commons.wikimedia.org/wiki/File:Malawi_01.jpg	https://upload.wikimedia.org/wikipedia/commons/thumb/8/82/Malawi_01.jpg/640px-Malawi_01.jpg	8/82/	MW	NA	NA	<a href='//commons.wikimedia.org/wiki/User:Theseus' title='User:Theseus'>Dr. Thomas Wagner</a>, <a href='https://commons.wikimedia.org/wiki/File:Malawi_01.jpg'>Malawi_01.jpg</a>; <a href='https://creativecommons.org/licenses/by-sa/3.0'>CC BY-SA 3.0</a>, via Wikimedia Commons
Malawi	MWI	2	The country is adding over a half million more citizens a year due to its high total fertility rate of four children per woman down from six children at the turn of the century.	Wikimedia	NA	NA	&copy; Hans Hillewaert	CC BY-SA 4.0	https://creativecommons.org/licenses/by-sa/4.0	Washing_time_at_Lake_Malawi.jpg	https://commons.wikimedia.org/wiki/File:Washing_time_at_Lake_Malawi.jpg	https://upload.wikimedia.org/wikipedia/commons/thumb/2/2c/Washing_time_at_Lake_Malawi.jpg/640px-Washing_time_at_Lake_Malawi.jpg	2/2c/	MW	NA	NA	&copy; Hans Hillewaert, <a href='https://commons.wikimedia.org/wiki/File:Washing_time_at_Lake_Malawi.jpg'>Washing_time_at_Lake_Malawi.jpg</a>; <a href='https://creativecommons.org/licenses/by-sa/4.0'>CC BY-SA 4.0</a>, via Wikimedia Commons
Malawi	MWI	3	Landholdings have become smaller and smaller to accommodate the increasing population. Smaller farms combined with soil erosion have degraded agricultural land and decreased Malawi’s arable land.	Pixabay	Graham-H	https://pixabay.com/users/Graham-H-5475750/	NA	NA	NA	2388149	https://pixabay.com/photos/malawi-village-rural-africa-house-2388149/	NA	NA	MW	NA	NA	NA
Malaysia	MYS	1	Malaysia’s population is almost twice as large as is sustainable at current consumption levels.	Wikimedia	NA	NA	<a href='//commons.wikimedia.org/wiki/User:Argenberg' title='User:Argenberg'>Vyacheslav Argenberg</a>	CC BY 4.0	https://creativecommons.org/licenses/by/4.0	Kuala_Lumpur%2C_Malaysia%2C_Skyline.jpg	https://commons.wikimedia.org/wiki/File:Kuala_Lumpur%2C_Malaysia%2C_Skyline.jpg	https://upload.wikimedia.org/wikipedia/commons/thumb/b/b4/Kuala_Lumpur%2C_Malaysia%2C_Skyline.jpg/640px-Kuala_Lumpur%2C_Malaysia%2C_Skyline.jpg	b/b4/	MY	NA	NA	<a href='//commons.wikimedia.org/wiki/User:Argenberg' title='User:Argenberg'>Vyacheslav Argenberg</a>, <a href='https://commons.wikimedia.org/wiki/File:Kuala_Lumpur%2C_Malaysia%2C_Skyline.jpg'>Kuala_Lumpur%2C_Malaysia%2C_Skyline.jpg</a>; <a href='https://creativecommons.org/licenses/by/4.0'>CC BY 4.0</a>, via Wikimedia Commons
Malaysia	MYS	2	It is no longer as unusual for girls to seek an education to gain a career, so schools started changing the curriculum to include girls.	Wikimedia	NA	NA	<a href='//commons.wikimedia.org/wiki/User:Cccefalon' title='User:Cccefalon'>CEphoto, Uwe Aranas</a>	CC BY-SA 3.0	https://creativecommons.org/licenses/by-sa/3.0	Pitas_Sabah_StudentsPrimarySchools-01.jpg	https://commons.wikimedia.org/wiki/File:Pitas_Sabah_StudentsPrimarySchools-01.jpg	https://upload.wikimedia.org/wikipedia/commons/thumb/0/0b/Pitas_Sabah_StudentsPrimarySchools-01.jpg/640px-Pitas_Sabah_StudentsPrimarySchools-01.jpg	0/0b/	MY	NA	NA	<a href='//commons.wikimedia.org/wiki/User:Cccefalon' title='User:Cccefalon'>CEphoto, Uwe Aranas</a>, <a href='https://commons.wikimedia.org/wiki/File:Pitas_Sabah_StudentsPrimarySchools-01.jpg'>Pitas_Sabah_StudentsPrimarySchools-01.jpg</a>; <a href='https://creativecommons.org/licenses/by-sa/3.0'>CC BY-SA 3.0</a>, via Wikimedia Commons
Malaysia	MYS	3	Deforestation in Malaysian Borneo.	Wikimedia	NA	NA	NASA	Public domain	NA	Malayasia_iko_2002169.jpg	https://commons.wikimedia.org/wiki/File:Malayasia_iko_2002169.jpg	NA	4/45/	MY	https://upload.wikimedia.org/wikipedia/commons/4/45/Malayasia_iko_2002169.jpg	https://upload.wikimedia.org/wikipedia/commons/thumb/4/45/Malayasia_iko_2002169.jpg/640px-Malayasia_iko_2002169.jpg	NA
Mali	MLI	1	Mali is one of the economically poorest countries in the world.	Pixabay	12019	https://pixabay.com/users/12019-12019/	NA	NA	NA	80855	https://pixabay.com/photos/mali-boats-good-produce-town-80855/	NA	NA	ML	NA	NA	NA
Mali	MLI	2	School in Mali.	Wikimedia	NA	NA	<a href='//commons.wikimedia.org/wiki/User:RudolfSimon' title='User:RudolfSimon'>RudolfSimon</a>	CC BY-SA 3.0	https://creativecommons.org/licenses/by-sa/3.0	Schulklasse_in_Lany-Tounka_(Mali).jpg	https://commons.wikimedia.org/wiki/File:Schulklasse_in_Lany-Tounka_(Mali).jpg	https://upload.wikimedia.org/wikipedia/commons/thumb/4/4e/Schulklasse_in_Lany-Tounka_(Mali).jpg/640px-Schulklasse_in_Lany-Tounka_(Mali).jpg	4/4e/	ML	NA	NA	<a href='//commons.wikimedia.org/wiki/User:RudolfSimon' title='User:RudolfSimon'>RudolfSimon</a>, <a href='https://commons.wikimedia.org/wiki/File:Schulklasse_in_Lany-Tounka_(Mali).jpg'>Schulklasse_in_Lany-Tounka_(Mali).jpg</a>; <a href='https://creativecommons.org/licenses/by-sa/3.0'>CC BY-SA 3.0</a>, via Wikimedia Commons
Mali	MLI	3	To ensure better health and well being of its people and environment Mali must address the lack of girl’s education, pressure from husbands for more children, and lack of access to contraception which keep the fertility, population growth, and poverty rates all stubbornly high.	Wikimedia	NA	NA	<a href='//commons.wikimedia.org/wiki/User:Rgaudin' title='User:Rgaudin'>Rgaudin</a>	CC0	http://creativecommons.org/publicdomain/zero/1.0/deed.en	Women_in_N%27Tillit%2C_Mali.JPG	https://commons.wikimedia.org/wiki/File:Women_in_N%27Tillit%2C_Mali.JPG	https://upload.wikimedia.org/wikipedia/commons/thumb/8/83/Women_in_N%27Tillit%2C_Mali.JPG/640px-Women_in_N%27Tillit%2C_Mali.JPG	8/83/	ML	NA	NA	<a href='//commons.wikimedia.org/wiki/User:Rgaudin' title='User:Rgaudin'>Rgaudin</a>, <a href='https://commons.wikimedia.org/wiki/File:Women_in_N%27Tillit%2C_Mali.JPG'>Women_in_N%27Tillit%2C_Mali.JPG</a>; <a href='http://creativecommons.org/publicdomain/zero/1.0/deed.en'>CC0</a>, via Wikimedia Commons
Malta	MLT	1	Calles de Gozo, Malta.	Wikimedia	NA	NA	<a href='//commons.wikimedia.org/w/index.php?title=User:Fatyma22&amp;action=edit&amp;redlink=1' class='new' title='User:Fatyma22 (page does not exist)'>Fatyma22</a>	CC BY-SA 4.0	https://creativecommons.org/licenses/by-sa/4.0	Gozo%2C_Malta.jpg	https://commons.wikimedia.org/wiki/File:Gozo%2C_Malta.jpg	https://upload.wikimedia.org/wikipedia/commons/thumb/b/be/Gozo%2C_Malta.jpg/640px-Gozo%2C_Malta.jpg	b/be/	MT	NA	NA	<a href='//commons.wikimedia.org/w/index.php?title=User:Fatyma22&amp;action=edit&amp;redlink=1' class='new' title='User:Fatyma22 (page does not exist)'>Fatyma22</a>, <a href='https://commons.wikimedia.org/wiki/File:Gozo%2C_Malta.jpg'>Gozo%2C_Malta.jpg</a>; <a href='https://creativecommons.org/licenses/by-sa/4.0'>CC BY-SA 4.0</a>, via Wikimedia Commons
Malta	MLT	2	Malta’s population is ten times greater than what can be sustained by its natural resources.	Pixabay	antheah	https://pixabay.com/users/antheah-501421/	NA	NA	NA	485321	https://pixabay.com/photos/malta-travel-tourism-europe-island-485321/	NA	NA	MT	NA	NA	NA
Malta	MLT	3	Deforestation and habitat loss are a problem on the island.	Pixabay	Mojpe	https://pixabay.com/users/Mojpe-885231/	NA	NA	NA	3105847	https://pixabay.com/photos/gozo-malta-lighthouse-panoramic-3105847/	NA	NA	MT	NA	NA	NA
Malta	MLT	4	The Blue Rock Thrush is still a fairly common breeding resident, but the overall human interference has pushed the species mainly to the sea-cliff habitats.	Pixabay	Johnnys_pic	https://pixabay.com/users/Johnnys_pic-21062476/	NA	NA	NA	6316886	https://pixabay.com/photos/blue-rock-thrush-bird-concrete-6316886/	NA	NA	MT	NA	NA	NA
Mauritania	MRT	1	Much of the country is covered by the dry and barren Sahara Desert.	Wikimedia	NA	NA	Radosław Botev	CC BY 3.0 pl	https://creativecommons.org/licenses/by/3.0/pl/deed.en	Sahara_desert_Adrar_Province_Mauritania.jpg	https://commons.wikimedia.org/wiki/File:Sahara_desert_Adrar_Province_Mauritania.jpg	NA	e/e2/	MR	https://upload.wikimedia.org/wikipedia/commons/e/e2/Sahara_desert_Adrar_Province_Mauritania.jpg	https://upload.wikimedia.org/wikipedia/commons/thumb/e/e2/Sahara_desert_Adrar_Province_Mauritania.jpg/640px-Sahara_desert_Adrar_Province_Mauritania.jpg	NA
Mauritania	MRT	2	Only 55% of children in Mauritania aged 6 to 11 are enrolled in primary school.	Wikimedia	NA	NA	<a rel='nofollow' class='external text' href='https://www.flickr.com/people/72092071@N00'>Ferdinand Reus</a> from Arnhem, Holland	CC BY-SA 2.0	https://creativecommons.org/licenses/by-sa/2.0	Mauritania_children.jpg	https://commons.wikimedia.org/wiki/File:Mauritania_children.jpg	https://upload.wikimedia.org/wikipedia/commons/thumb/b/bc/Mauritania_children.jpg/640px-Mauritania_children.jpg	b/bc/	MR	NA	NA	<a rel='nofollow' class='external text' href='https://www.flickr.com/people/72092071@N00'>Ferdinand Reus</a> from Arnhem, Holland, <a href='https://commons.wikimedia.org/wiki/File:Mauritania_children.jpg'>Mauritania_children.jpg</a>; <a href='https://creativecommons.org/licenses/by-sa/2.0'>CC BY-SA 2.0</a>, via Wikimedia Commons
Mauritania	MRT	3	Farm cart in the countryside of Mauritania.	Wikimedia	NA	NA	<a href='//commons.wikimedia.org/w/index.php?title=User:Ekeibed&amp;action=edit&amp;redlink=1' class='new' title='User:Ekeibed (page does not exist)'>Mohamed Ekeibed</a>	CC BY-SA 4.0	https://creativecommons.org/licenses/by-sa/4.0	Farm_cart_in_the_countryside_of_mauritania.jpg	https://commons.wikimedia.org/wiki/File:Farm_cart_in_the_countryside_of_mauritania.jpg	https://upload.wikimedia.org/wikipedia/commons/thumb/8/88/Farm_cart_in_the_countryside_of_mauritania.jpg/640px-Farm_cart_in_the_countryside_of_mauritania.jpg	8/88/	MR	NA	NA	<a href='//commons.wikimedia.org/w/index.php?title=User:Ekeibed&amp;action=edit&amp;redlink=1' class='new' title='User:Ekeibed (page does not exist)'>Mohamed Ekeibed</a>, <a href='https://commons.wikimedia.org/wiki/File:Farm_cart_in_the_countryside_of_mauritania.jpg'>Farm_cart_in_the_countryside_of_mauritania.jpg</a>; <a href='https://creativecommons.org/licenses/by-sa/4.0'>CC BY-SA 4.0</a>, via Wikimedia Commons
Mauritius	MUS	1	Tourists arrive to Mauritius at this modern airport.	Wikimedia	NA	NA	Razgriz Flight &amp; Spotting	CC BY-SA 4.0	https://creativecommons.org/licenses/by-sa/4.0	Aircrafts_parked_at_Mauritius_Airport.jpg	https://commons.wikimedia.org/wiki/File:Aircrafts_parked_at_Mauritius_Airport.jpg	https://upload.wikimedia.org/wikipedia/commons/thumb/6/6d/Aircrafts_parked_at_Mauritius_Airport.jpg/640px-Aircrafts_parked_at_Mauritius_Airport.jpg	6/6d/	MU	NA	NA	Razgriz Flight &amp; Spotting, <a href='https://commons.wikimedia.org/wiki/File:Aircrafts_parked_at_Mauritius_Airport.jpg'>Aircrafts_parked_at_Mauritius_Airport.jpg</a>; <a href='https://creativecommons.org/licenses/by-sa/4.0'>CC BY-SA 4.0</a>, via Wikimedia Commons
Mauritius	MUS	2	The city of Port Louis, Mauritius.	Wikimedia	NA	NA	Ashok Prabhakaran	CC BY-SA 2.0	https://creativecommons.org/licenses/by-sa/2.0	Port_Louis%2C_Mauritius.jpg	https://commons.wikimedia.org/wiki/File:Port_Louis%2C_Mauritius.jpg	https://upload.wikimedia.org/wikipedia/commons/thumb/f/f5/Port_Louis%2C_Mauritius.jpg/640px-Port_Louis%2C_Mauritius.jpg	f/f5/	MU	NA	NA	Ashok Prabhakaran, <a href='https://commons.wikimedia.org/wiki/File:Port_Louis%2C_Mauritius.jpg'>Port_Louis%2C_Mauritius.jpg</a>; <a href='https://creativecommons.org/licenses/by-sa/2.0'>CC BY-SA 2.0</a>, via Wikimedia Commons
Mauritius	MUS	3	Captive breeding program of Pink Pidgeons in open roofed aviaries in Black River Gorge National Park has helped pull back this rarest of endemics from the brink of extinction.	Wikimedia	NA	NA	<a rel='nofollow' class='external text' href='https://www.flickr.com/people/43272765@N04'>gailhampshire</a> from Cradley, Malvern, U.K	CC BY 2.0	https://creativecommons.org/licenses/by/2.0	Pink_Pigeon_%28Nesoenas_mayeri%29%2C_Mauritius_%2816810225975%29.jpg	https://commons.wikimedia.org/wiki/File:Pink_Pigeon_%28Nesoenas_mayeri%29%2C_Mauritius_%2816810225975%29.jpg	https://upload.wikimedia.org/wikipedia/commons/thumb/c/cf/Pink_Pigeon_%28Nesoenas_mayeri%29%2C_Mauritius_%2816810225975%29.jpg/640px-Pink_Pigeon_%28Nesoenas_mayeri%29%2C_Mauritius_%2816810225975%29.jpg	c/cf/	MU	NA	NA	<a rel='nofollow' class='external text' href='https://www.flickr.com/people/43272765@N04'>gailhampshire</a> from Cradley, Malvern, U.K, <a href='https://commons.wikimedia.org/wiki/File:Pink_Pigeon_%28Nesoenas_mayeri%29%2C_Mauritius_%2816810225975%29.jpg'>Pink_Pigeon_%28Nesoenas_mayeri%29%2C_Mauritius_%2816810225975%29.jpg</a>; <a href='https://creativecommons.org/licenses/by/2.0'>CC BY 2.0</a>, via Wikimedia Commons
Mexico	MEX	1	Air pollution, deforestation, and lack of clean water rank as the biggest environmental health issues facing the country. Jungle burned for agriculture in Southern Mexico.	Wikimedia	NA	NA	Jami Dwyer	Public domain		Lacanja_burn.JPG	https://commons.wikimedia.org/wiki/File:Lacanja_burn.JPG	https://upload.wikimedia.org/wikipedia/commons/thumb/8/8f/Lacanja_burn.JPG/640px-Lacanja_burn.JPG	8/8f/	MX	NA	NA	Jami Dwyer, <a href='https://commons.wikimedia.org/wiki/File:Lacanja_burn.JPG'>Lacanja_burn.JPG</a>; <a href=''>Public domain</a>, via Wikimedia Commons
